Id,Label,Description,Category,AssetCode,Uniclass2015,GeometryType,Markdown
http://environment.data.gov.uk/asset-management/id/drl/MaintenanceBuilding,Maintenance Building,A building designed and/or used primarily for the maintenance of equipment and assets or elements.,http://environment.data.gov.uk/asset-management/id/drl/BuildingsAndCompounds,VM,En_30_60_50,Point,"A building designed for the maintenance of equipment and assets or elements.
Includes the structural components of the building and any integral fixtures, fittings or services that cannot be removed without cutting into the walls, ceilings or floors.
Does not include any assets or equipment that are housed or used in the building but separate to the building structure itself.
Buildings can have a multitude of uses so could fit into multiple asset types. Classify according to the predominant, or most important function.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-12:53:51-Maintenance-Building.jpg --- ALT-TEXT: An example of a Maintenance Building. --- CAPTION: An example of a Maintenance Building.]]
Maintenance Buildings are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Maintenance_Building.png --- ALT-TEXT: Environment Agency symbology for Maintenance Building. --- CAPTION: Environment Agency symbology for Maintenance Building.]]
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Maintenance Building](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/af5f3d4f-b9e1-42b0-b354-0a8b3e6429ba/details)"
http://environment.data.gov.uk/asset-management/id/drl/MineAdit,Mine Adit,A horizontal or near-horizontal entrance to an underground mine.,http://environment.data.gov.uk/asset-management/id/drl/Structure,TM,Ss_37_50_92_15,Point,"A horizontal or near-horizontal entrance to an underground mine.
Mine Adits are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/2023-03-15-11:31:02-Green-blob.JPG --- ALT-TEXT: Environment Agency symbology for Mine Adit. --- CAPTION: Environment Agency symbology for Mine Adit.]]"
http://environment.data.gov.uk/asset-management/id/drl/MineShaft,Mine Shaft,A vertical or near-vertical entrance to an underground mine.,http://environment.data.gov.uk/asset-management/id/drl/Structure,TN,SL_30_10_93,Point,"A vertical or near-vertical entrance to an underground mine.
Mine Shafts are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/2023-03-15-11:31:02-Green-blob.JPG --- ALT-TEXT: Environment Agency symbology for Mine Shaft. --- CAPTION: Environment Agency symbology for Mine Shaft.]]"
http://environment.data.gov.uk/asset-management/id/drl/Modelling,Modelling,Information required relating to hydraulic and fluvial modelling.,http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables,L0000,PM_40_35,N/A,"**L0000**
Information required relating to hydraulic and fluvial modelling."
http://environment.data.gov.uk/asset-management/id/drl/MonitoringBuilding,Monitoring Building,"A building designed and/or used primarily for the housing of apparatus, equipment and fixtures for the purpose of monitoring the environment. Does not include Gauging Stations that monitor river level and flow.",http://environment.data.gov.uk/asset-management/id/drl/BuildingsAndCompounds,VN,En_90_90_27,Point,"A building designed and/or used for the housing of apparatus, equipment and fixtures for the purpose of monitoring the environment, e.g. boreholes (quantity/quality), weather and climate.
Does not include Gauging Stations that monitor river level and flow.
Includes the structural components of the building and any integral fixtures, fittings or services that cannot be removed without cutting into the walls, ceilings or floors.
Does not include any assets or equipment that are housed or used in the building but separate to the building structure itself.
Buildings can have a multitude of uses so could fit into multiple asset types. Classify according to the predominant, or most important function.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-12:54:50-Monitoring-Building.jpg --- ALT-TEXT: An example of a Monitoring Building. --- CAPTION: An example of a Monitoring Building.]]
Monitoring Buildings are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Monitoring_Building.png --- ALT-TEXT: Environment Agency symbology for Monitoring Building. --- CAPTION: Environment Agency symbology for Monitoring Building.]]
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Monitoring Building](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/126a4eae-292d-47a7-b7e4-e990a5e3ff1f/details)"
http://environment.data.gov.uk/asset-management/id/drl/MonitoringStation,Monitoring Station,"A group of assets which make up a monitoring station. A monitoring station measures different parameters in the field depending on the type of monitoring station it is, such as:<br/>
- Rain Gauge;<br/>
- Borehole (measuring quality and / or quantity);<br/>
- Climate station measuring atmospheric conditions including temperature, wind speed and direction, net radiation, atmospheric pressure, humidity, air quality;<br/>
- Surface water quality.",http://environment.data.gov.uk/asset-management/id/drl/AssetComplex,IM,Co_25_30,Polygon,"A group of assets which make up a monitoring station. A monitoring station measures different parameters in the field depending on the type of monitoring station it is, such as:<br/>- Rain Gauge;<br/>- Borehole (measuring quality and/or quantity);<br/>- Climate station measuring atmospheric conditions including temperature, wind speed and direction, net radiation, atmospheric pressure, humidity, air quality;<br/>- Surface water quality.
Monitoring Station complexes are displayed in the Environment Agency's AIMS OM system as a polygon drawn around the complex boundary.
[[IMAGE: /asset-management/drl-app/img/icons/Monitoring_Station.png --- ALT-TEXT: Environment Agency symbology for Monitoring Station. --- CAPTION: Environment Agency symbology for Monitoring Station.]]"
http://environment.data.gov.uk/asset-management/id/drl/Mooring,Mooring,"A place where a boat or vessel can be secured to stop it floating away.<br>A Mooring asset should be used where the main purpose of the asset is for mooring boats or vessels. Where a boat or vessel needs to moor for a short time to use an asset, such as at a lock, a Mooring Point should be added as an element of that asset.",http://environment.data.gov.uk/asset-management/id/drl/AidsToNavigation,AM,SL_32_50_53,Point,"A place where a boat or vessel can be secured to stop it floating away.
A Mooring asset should be used where the main purpose of the asset is for mooring boats or vessels. Where a boat or vessel needs to moor for a short time to use an asset, such as at a lock, a Mooring Point should be added as an element of that asset.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-11:22:37-Mooring.jpg --- ALT-TEXT: An example of Mooring. --- CAPTION: An example of Mooring.]]
Mooring is displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Mooring.png --- ALT-TEXT: Environment Agency symbology for Mooring. --- CAPTION: Environment Agency symbology for Mooring.]]"
http://environment.data.gov.uk/asset-management/id/drl/MotorControlCentreControls,Motor Control Centre Controls,Control panels that operate motorised equipment such as pumps or gates.,http://environment.data.gov.uk/asset-management/id/drl/MechanicalAndElectrical,MC,Pr_75_50_18_53,Point,"Control panels that operate motorised equipment such as pumps or gates.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-15:23:19-Motor-Control-Centre-Controls.jpg --- ALT-TEXT: An example of Motor Control Centre Controls. --- CAPTION: An example of Motor Control Centre Controls.]]
Motor Control Centre Controls are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Motor_Control_Centre_Controls.png --- ALT-TEXT: Environment Agency symbology for Motor Control Centre Controls. --- CAPTION: Environment Agency symbology for Motor Control Centre Controls.]]"
http://environment.data.gov.uk/asset-management/id/drl/Mudflats,Mudflats,"Coastal wetlands that form in intertidal areas where sediments have been deposited by tides or rivers. Mudflats are usually covered at high tide, and lower in the intertidal zone than salt marshes. They are a natural part of the coastal environment that provide habitat and have an effect on water management.",http://environment.data.gov.uk/asset-management/id/drl/Land,LM,En_32_65_55,Polygon,"Coastal wetlands that form in intertidal areas where sediments have been deposited by tides or rivers. Mudflats are usually covered at high tide, and lower in the intertidal zone than salt marshes. They are a natural part of the coastal environment that provide habitat and have an effect on water management.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-13:32:34-Mudflats.jpg --- ALT-TEXT: An example of Mudflats. --- CAPTION: An example of Mudflats.]]
Mudflats are displayed in the Environment Agency's AIMS OM system using a polygon to show the full extent of the area.
[[IMAGE: /asset-management/drl-app/img/icons/Mudflats.png --- ALT-TEXT: Environment Agency symbology for Mudflats. --- CAPTION: Environment Agency symbology for Mudflats.]]"
http://environment.data.gov.uk/asset-management/id/drl/NaturalHighGround,Natural High Ground,"Any extent along a watercourse or coastline which completes the line of continuous defence, but has not been modified in any way, so does not qualify as any of the other defence asset types.",http://environment.data.gov.uk/asset-management/id/drl/Defence,DN,En_32_40_37,Line,"Any extent along a watercourse or coastline which completes the line of continuous defence, but has not been modified in any way, so does not qualify as any of the other defence asset types.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:33:44-Natural-High-Ground-cross-section.JPG --- ALT-TEXT: Cross section of Natural High Ground (diagram). --- CAPTION: Cross section of Natural High Ground (diagram).]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:33:44-Natural-High-Ground.jpg --- ALT-TEXT: An example of Natural High Ground. --- CAPTION: An example of Natural High Ground.]]
Natural High Ground is displayed in the Environment Agency's AIMS OM system as a polyline showing the centre line of the defence.
[[IMAGE: /asset-management/drl-app/img/icons/Natural_High_Ground.png --- ALT-TEXT: Environment Agency symbology for Natural High Ground. --- CAPTION: Environment Agency symbology for Natural High Ground.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 600m. Longer asset runs must be defined (chunked) as separate assets."
http://environment.data.gov.uk/asset-management/id/drl/NaturalSpring0,Natural Spring,A point at which groundwater flows from an aquifer at the Earth's surface.,http://environment.data.gov.uk/asset-management/id/drl/Channel,CN,Co_32_65_82,Point,"A point at which groundwater flows from an aquifer at the Earth's surface.
Natural Springs are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/2023-03-15-11:31:02-Green-blob.JPG --- ALT-TEXT: Environment Agency symbology for Natural Spring. --- CAPTION: Environment Agency symbology for Natural Spring.]]"
http://environment.data.gov.uk/asset-management/id/drl/NavigationBoom,Navigation Boom,A floating barrier strung across a navigable stretch of water to control or block navigation.,http://environment.data.gov.uk/asset-management/id/drl/AidsToNavigation,AN,Pr_40_10_90_55,Line,"A floating barrier strung across a navigable stretch of water to control or block navigation.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-11:23:57-Navigation-Boom.jpg --- ALT-TEXT: An example of a Navigation Boom. --- CAPTION: An example of a Navigation Boom.]]
Navigation Booms are displayed in the Environment Agency's AIMS OM system as a polyline showing the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Navigation_Boom.png --- ALT-TEXT: Environment Agency symbology for Navigation Boom. --- CAPTION: Environment Agency symbology for Navigation Boom.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 600m. Longer asset runs must be defined (chunked) as separate assets."
http://environment.data.gov.uk/asset-management/id/drl/NavigationComplex,Navigation Complex,A group of assets which work together in a defined location to aid or enable the navigation of waterways or coastlines.,http://environment.data.gov.uk/asset-management/id/drl/AssetComplex,IN,Co_32_50,Polygon,"A group of assets which work together in a defined location to aid or enable the navigation of waterways or coastlines.
Navigation Complexes are displayed in the Environment Agency's AIMS OM system as a polygon drawn around the complex boundary.
[[IMAGE: /asset-management/drl-app/img/icons/Navigation_Complex.png --- ALT-TEXT: Environment Agency symbology for Navigation Complex. --- CAPTION: Environment Agency symbology for Navigation Complex.]]"
http://environment.data.gov.uk/asset-management/id/drl/NavigationSignage,Navigation Signage,Signage in the marine and fluvial environment which provides information or warnings to aid navigation.,http://environment.data.gov.uk/asset-management/id/drl/AidsToNavigation,AG,Pr_40_10_90,Point,"Signage in the marine and fluvial environment which provides information or warnings to aid navigation.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-11:24:57-Navigation-Signage.jpg --- ALT-TEXT: An example of Navigation Signage. --- CAPTION: An example of Navigation Signage.]]
Navigation Signage is displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Navigation_Signage.png --- ALT-TEXT: Environment Agency symbology for Navigation Signage. --- CAPTION: Environment Agency symbology for Navigation Signage.]]
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Navigation Signage](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/2dc44a5e-406a-42bb-a770-25a468e12d8a/details)"
http://environment.data.gov.uk/asset-management/id/drl/OfficeBuilding,Office Building,A building primarily containing offices where work is done. This does not include Office Buildings that are managed by Facilities Management.,http://environment.data.gov.uk/asset-management/id/drl/BuildingsAndCompounds,VF,Co_20_15_58,Point,"A building containing offices where work is done. This does not include Office Buildings that are managed by Facilities Management.
Includes the structural components of the building and any integral fixtures, fittings or services that cannot be removed without cutting into the walls, ceilings or floors.
Does not include any assets or equipment that are housed or used in the building but separate to the building structure itself.
Buildings can have a multitude of uses so could fit into multiple asset types. Classify according to the predominant, or most important function.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-12:55:58-Office-Building.jpg --- ALT-TEXT: An example of an Office Building. --- CAPTION: An example of an Office Building.]]
Office Buildings are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Office_Building.png --- ALT-TEXT: Environment Agency symbology for Office Building. --- CAPTION: Environment Agency symbology for Office Building.]]
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Office Building](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/263e2bf1-3a19-44cf-866f-c84a77f134f3/details)"
http://environment.data.gov.uk/asset-management/id/drl/OpenChannel,Open Channel,"A conduit in which water flows with a free surface, i.e. not culverted.",http://environment.data.gov.uk/asset-management/id/drl/Channel,CP,En_32_95_59,Line,"A conduit in which water flows with a free surface, i.e. not culverted.
[[IMAGE: /asset-management/drl-app/img/2023-03-13-15:40:14-Open-Channel.JPG --- ALT-TEXT: An Open Channel (diagram). --- CAPTION: An Open Channel (diagram).]]
[[IMAGE: /asset-management/drl-app/img/2023-03-13-15:40:14-Open-Channel-photo.jpg --- ALT-TEXT: An example of an Open Channel. --- CAPTION: An example of an Open Channel.]]
Open Channels are displayed in the Environment Agency's AIMS OM system as a polyline showing the centre of the open channel.
[[IMAGE: /asset-management/drl-app/img/icons/Open_Channel.png --- ALT-TEXT: Environment Agency symbology for Open Channel. --- CAPTION: Environment Agency symbology for Open Channel.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 600m. Longer asset runs must be defined (chunked) as separate assets.
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Open Channel Lined](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/310cb84e-48af-4d69-b6d0-0e309a9c5150/details)"
http://environment.data.gov.uk/asset-management/id/drl/OrificeFlowControl,Orifice Flow Control,"A structure that throttles water and controls the flow of water into the channel downstream, specifically by using an orifice (hole). The orifice could simply be a hole in a headwall across the channel or use a plate to restrict flow.",http://environment.data.gov.uk/asset-management/id/drl/Structure,TO,SL_32_85_58,Point,"A structure that throttles water and controls the flow of water into the channel downstream, specifically by using an orifice (hole). The orifice could simply be a hole in a headwall across the channel or use a plate to restrict flow.
[[IMAGE: /asset-management/drl-app/img/2024-10-31-09:18:04-Orifice-Flow-Control.jpg --- ALT-TEXT: An example of an Orifice Flow Control. --- CAPTION: An example of an Orifice Flow Control.]]
Orifice Flow Controls are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/2024-10-31-09:18:05-Orifice-Flow-Control-symbol.png --- ALT-TEXT: Environment Agency symbology for Orifice Flow Control. --- CAPTION: Environment Agency symbology for Orifice Flow Control.]]"
http://environment.data.gov.uk/asset-management/id/drl/Outfall,Outfall,"The structure at the point where surface water drains discharge into a watercourse or the sea.<br>Outfalls may have a flap valve or gate fitted to prevent reversal of flow during flood flows. If the flap is simple non-return valve that opens and closes under the force of the flow, then this is an element of the outfall.<br>If there is a control gate such as a penstock which can be adjusted or controlled, this should be classified as a separate control gate asset.<br>Where smaller watercourses discharge into larger watercourses through culverted sections, these should be recorded as culverts with or without a control gate asset as applicable.",http://environment.data.gov.uk/asset-management/id/drl/Structure,SU,En_32_85_59,Point,"The structure at the point where surface water drains discharge into a watercourse or the sea.
Outfalls may have a flap valve or gate fitted to prevent reversal of flow during flood flows. If the flap is simple non-return valve that opens and closes under the force of the flow, then this is an element of the outfall. 
If there is a control gate such as a penstock which can be adjusted or controlled, this should be classified as a separate control gate asset.
Where smaller watercourses discharge into larger watercourses through culverted sections, these should be recorded as culverts with or without a control gate asset as applicable.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:50:36-Outfall.JPG --- ALT-TEXT: Outfall (diagram). --- CAPTION: Outfall (diagram).]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:50:36-Outfall-photo-1.jpg --- ALT-TEXT: An example of an Outfall. --- CAPTION: An example of an Outfall.]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:50:36-Outfall-photo-2.jpg --- ALT-TEXT: A second example of an Outfall. --- CAPTION: A second example of an Outfall.]]
Outfalls are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Outfall.png --- ALT-TEXT: Environment Agency symbology for Outfall. --- CAPTION: Environment Agency symbology for Outfall.]]
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Concrete Outfall](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/4ab2d286-1623-4e63-9934-68e32f329764/details)"
http://environment.data.gov.uk/asset-management/id/drl/PsraTreeSite,PSRA Tree Site,A group of PSRA (Public Safety Risk Assessment) measures at a tree or group of trees that are used to guard public safety and control any risks to public safety caused by those trees.,http://environment.data.gov.uk/asset-management/id/drl/PublicSafety,KT,Co_32_65_96,Polygon,"A group of PSRA (Public Safety Risk Assessment) measures at a tree or group of trees that are used to guard public safety and control any risks to public safety caused by those trees.
PSRA tree sites are displayed in the Environment Agency's AIMS OM system using a polygon to show the full extent of the area.
[[IMAGE: /asset-management/drl-app/img/2021-06-18-09:54:59-PSRA-Tree-Site.PNG --- ALT-TEXT: Environment Agency symbology for PSRA Tree Site --- CAPTION: Environment Agency symbology for PSRA Tree Site]]"
http://environment.data.gov.uk/asset-management/id/drl/Pathway,Pathway,"A route, way or track laid out for walking or travelling on (but not with motor vehicles - see Vehicle Access Road).",http://environment.data.gov.uk/asset-management/id/drl/Amenities,YP,En_80_40,Line,"A route, way or track laid out for walking or travelling on (but not with motor vehicles - see Vehicle Access Road)."
http://environment.data.gov.uk/asset-management/id/drl/PermissionsOwnershipAndResponsibility,"Permissions, ownership and responsibility",Records of any approvals granted.,http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables,I0000,PM_40_50,N/A,"**I0000**
Records of any approvals granted."
http://environment.data.gov.uk/asset-management/id/drl/Pier,Pier,"A raised structure that projects from the land over a body of water, providing access to deeper water or to moored vessels. Often on piles or pillars, it must allow some water currents and/or waves to pass beneath (otherwise use Jetty).",http://environment.data.gov.uk/asset-management/id/drl/Structure,SO,En_32_50_63,Line,"A raised structure that projects from the land over a body of water, providing access to deeper water or to moored vessels. Often on piles or pillars, it must allow some water currents and/or waves to pass beneath (otherwise use Jetty).
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:52:10-Pier-side-view.JPG --- ALT-TEXT: Side view of a Pier (diagram). --- CAPTION: Side view of a Pier (diagram).]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:52:10-Pier-aerial-view.JPG --- ALT-TEXT: Aerial view of a Pier (diagram). --- CAPTION: Aerial view of a Pier (diagram).]]
[[IMAGE: /asset-management/drl-app/img/2023-03-14-16:52:10-Pier.jpg --- ALT-TEXT: An example of a Pier. --- CAPTION: An example of a Pier.]]
Piers are displayed in the Environment Agency's AIMS OM system as a polyline showing the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Pier.png --- ALT-TEXT: Environment Agency symbology for Pier. --- CAPTION: Environment Agency symbology for Pier.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 600m. Longer asset runs must be defined (chunked) as separate assets."
http://environment.data.gov.uk/asset-management/id/drl/Piezometer,Piezometer,An instrument for measuring pressure or depth in groundwater.,http://environment.data.gov.uk/asset-management/id/drl/Instruments,NP,Pr_80_51_51_62,Point,"An instrument for measuring pressure or depth in groundwater.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-15:10:04-Piezometer.jpg --- ALT-TEXT: An example of a Piezometer. --- CAPTION: An example of a Piezometer.]]
Piezometers are displayed in the Environment Agency's AIMS OM system as a point in the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Piezometer.png --- ALT-TEXT: Environment Agency symbology for Piezometer. --- CAPTION: Environment Agency symbology for Piezometer.]]
**Links to Environment Agency Smart Objects** (login required - request access [here](https://forms.office.com/Pages/ResponsePage.aspx?id=xNC-oldZc0-wwqgRQHWQ-6wdY5ziLmBArydQgXdTNQNUQzJESVc3NldVQlRTQTZMQU1TWEFDSENKNSQlQCN0PWcu))<br>[Piezometer Open and Closed](https://connect-componentscenterportal.bentley.com/project/f4e30899-4c5f-4f2a-a7d1-f08b630a72f3/components/a2117f7f-806e-4cf5-9035-ad4d3d05d834/details)"
http://environment.data.gov.uk/asset-management/id/drl/Planning,Planning,Information required relating to planning.,http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables,R0000,PM_80_10,N/A,"**R0000**
Information required relating to planning."
http://environment.data.gov.uk/asset-management/id/drl/PollutionContainmentPond,Pollution Containment Pond,"A pond designed to contain contaminants from water and air, which would otherwise harm the environment, or cause flooding or pollution.",http://environment.data.gov.uk/asset-management/id/drl/SurfaceWaterManagement,WO,Ss_37_17_13_65,Polygon,"A pond designed to contain contaminants from water and air, which would otherwise harm the environment, or cause flooding or pollution."
http://environment.data.gov.uk/asset-management/id/drl/PollutionContainmentTank,Pollution Containment Tank,"Above or below ground tanks designed to contain contaminants from water and air, which would otherwise harm the environment, cause flooding or pollution.",http://environment.data.gov.uk/asset-management/id/drl/Structure,SQ,Ss_37_17_13_65,Point,"Above or below ground tanks designed to contain contaminants from water and air, which would otherwise harm the environment, cause flooding or pollution."
http://environment.data.gov.uk/asset-management/id/drl/PowerTransmission,Power Transmission,The asset(s) used for the movement of energy from its source to the location where it is used to perform its useful work.,http://environment.data.gov.uk/asset-management/id/drl/MechanicalAndElectrical,MO,Ss_85_50_65,Point,"The asset(s) used for the movement of energy from its source to the location where it is used to perform its useful work.
Power Transmission is displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Power_Transmission.png --- ALT-TEXT: Environment Agency symbology for Power Transmission. --- CAPTION: Environment Agency symbology for Power Transmission.]]"
http://environment.data.gov.uk/asset-management/id/drl/PrecipitationCompound,Precipitation Compound,A demarked space which is designed and maintained specifically to facilitate the measurement of precipitation.,http://environment.data.gov.uk/asset-management/id/drl/BuildingsAndCompounds,VQ,En_32_40_65,Point,"A demarked space which is designed and maintained specifically to facilitate the measurement of precipitation.
Buildings can have a multitude of uses so could fit into multiple asset types. Classify according to the predominant, or most important function.
Precipitation Compounds are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/2022-12-12-13:49:59-Precipitation-Compound.JPG --- ALT-TEXT: Environment Agency symbology for Precipitation Compound. --- CAPTION: Environment Agency symbology for Precipitation Compound.]]"
http://environment.data.gov.uk/asset-management/id/drl/PressureSystemAssembly,Pressure System Assembly,"The assembled elements of a pressure system. This includes all plant/systems that contain a 'relevant fluid', defined as steam or gas under pressure and liquids under pressure which become gases upon release to the atmosphere, at a pressure greater than 0.5 bar (about 7psi) above atmospheric (except for steam).",http://environment.data.gov.uk/asset-management/id/drl/MechanicalAndElectrical,MD,Ss_55_20_60_15,Point,"The assembled elements of a pressure system. This includes all plant/systems that contain a 'relevant fluid', defined as steam or gas under pressure and liquids under pressure which become gases upon release to the atmosphere, at a pressure greater than 0.5 bar (about 7psi) above atmospheric (except for steam).
[[IMAGE: /asset-management/drl-app/img/2023-03-14-15:24:18-Pressure-System-Assembly.jpg --- ALT-TEXT: An example of a Pressure System Assembly. --- CAPTION: An example of a Pressure System Assembly.]]
Pressure System Assemblies are displayed in the Environment Agency's AIMS OM system as a point at the centre of the structure.
[[IMAGE: /asset-management/drl-app/img/icons/Pressure_System.png --- ALT-TEXT: Environment Agency symbology for Pressure System Assembly. --- CAPTION: Environment Agency symbology for Pressure System Assembly.]]"
http://environment.data.gov.uk/asset-management/id/drl/ProcurementProducts,Procurement Products,"Information required relating to supplier procurement, tender and appointment.",http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables,G0000,PM_50_50,N/A,"**G0000**
Information required relating to supplier procurement, tender and appointment."
http://environment.data.gov.uk/asset-management/id/drl/ProjectManagement,Project Management,Any project management related information generated in the delivery of the project.,http://environment.data.gov.uk/asset-management/id/drl/InformationDeliverables,E0000,PM_10_10,N/A,"**E0000**
Any project management related information generated in the delivery of the project."
http://environment.data.gov.uk/asset-management/id/drl/Promenade,Promenade,A paved public walking area along the coast which also provides a flood defence and/or erosion protection function.,http://environment.data.gov.uk/asset-management/id/drl/Defence,DP,En_80_40_66,Line,"A paved public walking area along the coast which also provides a flood defence and/or erosion protection function.
[[IMAGE: /asset-management/drl-app/img/2023-03-14-14:36:32-Promenade.jpg --- ALT-TEXT: An example of a Promenade. --- CAPTION: An example of a Promenade.]]
Promenades are displayed in the Environment Agency's AIMS OM system as a polyline showing the centre line of the defence.
[[IMAGE: /asset-management/drl-app/img/icons/Promenade.png --- ALT-TEXT: Environment Agency symbology for Promenade. --- CAPTION: Environment Agency symbology for Promenade.]]
New linear assets should be limited to the minimum of: continuous single ownership, common design or common construction length or 600m. Longer asset runs must be defined (chunked) as separate assets."
